級別	字詞	中文釋義
中高級	unpleasant	[形容詞] 使人不愉快的;不中意的
中高級	unpopular	[形容詞] 不得人心的;不受歡迎的
中高級	unprecedented	[形容詞] 無先例的;空前的
中高級	unpredictable	[形容詞] 不可預料的;出乎意料的
中高級	unrest	[名詞] 不安;不平靜;動亂
中高級	unsuccessful	[形容詞] 不成功的;失敗的
初級	until	[介系詞] 直到; [連接詞] 直到...時
中級	untouched	[形容詞] 原樣的;未受影響的
中級	unusual	[形容詞] 不平常的;稀有的
中高級	unusually	[副詞] 不尋常地;非常地
中高級	unveil	[動詞] 揭露; 除去(面紗等);揭幕
中高級	unwanted	[形容詞] 不需要的;無用的;多餘的
中高級	unwilling	[形容詞] 不情願的;勉強的
初級	up	[形容詞] 向上的;上行的; [動詞] 提高;增加;舉起;突然站起; [副詞] 向上; [介系詞] 向...上
中高級	upbringing	[名詞] 養育;教養
中高級	update	[動詞] 使...合乎時代;更新; [名詞] 最新的(信息、報導等);更新
中高級	upgrade	[動詞] 上坡; 使升級; [名詞] 上坡;升級
中高級	uphold	[動詞] 舉起;支撐;維護
中高級	upload	[動詞] [電腦]上載
初級	upon	[介系詞] 在...之上
初級	upper	[形容詞] 較高的; [名詞] 鞋幫;上舖;上排假牙
中高級	upright	[形容詞] 挺直的;直立的;正直的; [名詞] 垂直;豎立;直立的東西
中高級	uprising	[名詞] 起義;暴動;上升
中級	upset	[形容詞] 心煩的,苦惱的; [動詞] 使心煩意亂;翻倒;傾覆; [名詞] 翻倒;傾覆
初級	upstairs	[形容詞] 樓上的; [副詞] 樓上地; [名詞] 樓上
中高級	up-to-date	[形容詞] 最新的;現代的
中級	upward	[形容詞] 向上的;升高的
中高級	uranium	[名詞] 鈾
中級	urban	[形容詞] 城市的
中級	urge	[動詞] 催促;力勸; [名詞] 強烈的慾望
中高級	urgency	[名詞] 緊急;迫切;急事
中級	urgent	[形容詞] 緊急的,急迫的
中高級	urine	[名詞] 尿
初級	us	[代名詞] 我們 (受格)
初級	USA	[縮寫] 美國 (United States of America)
中級	usage	[名詞] 使用,用法
初級	use	[動詞] 利用; [名詞] 用途
初級	used	[形容詞] 習慣於; 舊的;用舊了的
初級	useful	[形容詞] 有用的
中級	useless	[形容詞] 無用的;無價值的
初級	user	[名詞] 使用者
中高級	usher	[動詞] 引領;迎接;當引座員; [名詞] (劇場等的)引座員;接待員
初級	usual	[形容詞] 例常的
初級	usually	[副詞] 通常地;慣常地
中高級	utensil	[名詞] 器皿;用具
中高級	utility	[形容詞] 有多種用途的;公用事業的; [名詞] 效用;實用;公用事業
中高級	utilize	[動詞] 利用
中高級	utmost	[形容詞] 最大的;最遠的;極度的; [名詞] 極限;極度;最大可能
中高級	utter	[形容詞] 徹底的;十足的;絕對的; [動詞] 發出(聲音等);說;講
中高級	utterly	[副詞] 完全地;徹底地;十足地
中高級	vacancy	[名詞] 空;空白;空房;空缺
中級	vacant	[形容詞] 空白的;(職位)空缺的
初級	vacation	[動詞] 度假; [名詞] 假期
中高級	vaccine	[名詞] 疫苗
中高級	vacuum	[動詞] 吸塵; [名詞] 真空;空白;吸塵器
中級	vague	[形容詞] (形狀等)模糊不清的;曖昧的
中級	vain	[形容詞] 愛虛榮的;徒然的
初級	Valentine's Day	[片語] 情人節
中高級	valiant	[形容詞] 勇敢的;英勇的
中高級	valid	[形容詞] 有根據的;有效的
中高級	validity	[名詞] 確實;有效性
初級	valley	[名詞] 山谷
中級	valuable	[形容詞] 有價值的
初級	value	[動詞] 估價,評價;尊重;重視; [名詞] 價值
中高級	valve	[名詞] 活門;瓣膜;活栓
中級	van	[名詞] 有蓋小貨車
中高級	vanilla	[名詞] 香草精
中級	vanish	[動詞] 使不見;使消失
中高級	vanity	[名詞] 自負;虛榮;梳妝臺
中級	vapor	[名詞] 水汽
中高級	variable	[形容詞] 易變的;變異的; [名詞] 可變物;可變因素
中高級	variation	[名詞] 變化;變異
中高級	varied	[形容詞] 各種各樣的
中級	variety	[名詞] 多樣化,變化
中級	various	[形容詞] 各種各樣的;好幾個的
中級	vary	[動詞] 使不同;變更;呈多樣化
中級	vase	[名詞] 花瓶
中級	vast	[形容詞] 廣闊的,浩瀚的;非常的
初級	VCR	[縮寫] 卡式錄放影機
初級	vegetable	[形容詞] 蔬菜的;植物的; [名詞] 蔬菜
中級	vegetarian	[形容詞] 吃素的; [名詞] 素食者
中高級	vegetation	[名詞] 植被;草木
中級	vehicle	[名詞] 車輛;飛行器;傳播媒介;工具
中高級	veil	[動詞] 用帷幕分隔;掩飾;戴面紗; [名詞] 面紗;帷幕;託詞
中高級	vein	[名詞] 靜脈;(葉、翅、礦)脈;紋理
中高級	velocity	[名詞] 速度
中高級	velvet	[名詞] 天鵝絨;絲絨
中高級	vend	[動詞] 出售;販賣
初級	vendor	[名詞] 小販
中高級	vent	[動詞] 發洩;排出(煙、水等); [名詞] 通風孔;發洩
中高級	ventilate	[動詞] 使通風;使換氣
中級	venture	[動詞] 冒險;大膽行事; [名詞] 冒險;企業
中高級	venue	[名詞] (事件、行動等的)發生地
中級	verb	[名詞] 動詞
中高級	verbal	[形容詞] 言辭上的;動詞的
中高級	verdict	[名詞] (陪審團的)裁決;裁定
中高級	verge	[動詞] 處在邊沿;瀕臨; [名詞] 邊沿;邊緣
中高級	verify	[動詞] 證明;核對
中高級	versatile	[形容詞] 多才多藝的;多功能的
中級	verse	[名詞] 詩;韻文
中級	version	[名詞] 譯文;版本
中高級	versus	[介系詞] (常略作v.或vs.)與...相對
中高級	vertical	[形容詞] 垂直的;豎的; [名詞] 垂直線;垂直面
初級	very	[形容詞] 正是;恰好是;僅僅; [副詞] 很;非常
中級	vessel	[名詞] 船,艦;器皿;血管
初級	vest	[名詞] 背心
中高級	veteran	[名詞] 富有經驗的人;退役軍人
中高級	veterinarian	[名詞] 獸醫
中高級	veto	[動詞] 否決;反對; [名詞] 否決;否決權
中高級	via	[介系詞] 經由;取道;憑藉
中高級	viable	[形容詞] 能養活的;可實行的
中高級	vibrate	[動詞] 顫動;振動;震動
中高級	vibration	[名詞] 顫動;振動;震動
中高級	vicar	[名詞] 教區牧師
中高級	vice	[名詞] 惡;罪行;惡習
中高級	vice-president	[名詞] 副(總統、校長、總裁等)
中高級	vicinity	[名詞] 附近地區;鄰近
中高級	vicious	[形容詞] 惡意的;惡毒的
中級	victim	[名詞] 受害者
中高級	victimize	[動詞] 使犧牲;使痛苦
中高級	victor	[名詞] 勝利者
中高級	victorious	[形容詞] 勝利的
初級	victory	[名詞] 勝利
初級	video	[形容詞] 電視的;電視影像的;錄影的; [名詞] 錄影機;錄影帶
中級	videotape	[動詞] 將(節目)錄到帶子上; [名詞] 錄影帶;錄像帶
初級	view	[動詞] 察看;將...看成是; [名詞] 視力;視野;看法
中高級	viewer	[名詞] 觀看者;觀眾
中高級	viewpoint	[名詞] 觀察位置;視角;觀點
中級	vigor	[名詞] vigor
中級	vigorous	[形容詞] 精力充沛的
中高級	villa	[名詞] 別墅;(城郊)住宅
初級	village	[名詞] 村落
中高級	villager	[名詞] 村民;鄉村居民
中高級	villain	[名詞] 壞人;反派角色
中高級	vine	[名詞] 藤;藤蔓;葡萄樹
初級	vinegar	[名詞] 醋
中高級	vineyard	[名詞] 葡萄園
中高級	vintage	[形容詞] (葡萄酒)上等的;古老的; [名詞] 釀造年份
中高級	vinyl	[名詞] 乙烯基
中級	violate	[動詞] 違犯;擾亂
中級	violation	[名詞] 違反;違背
中級	violence	[名詞] 暴力行為
中級	violent	[形容詞] 暴力的
中級	violet	[形容詞] 紫色的; [名詞] 紫蘿蘭
初級	violin	[名詞] 小提琴
中級	violinist	[名詞] 小提琴手
中級	virgin	[形容詞] 未玷污的; [名詞] 處女
中高級	virtual	[形容詞] 實質上的;虛擬的
中高級	virtually	[副詞] 實際上;差不多
中級	virtue	[名詞] 美德;優點
中級	virus	[名詞] 病毒
中高級	visa	[名詞] 簽證
中級	visible	[形容詞] 可看見的
中級	vision	[名詞] 視力;視覺;洞察力
初級	visit	[動詞] 訪問; [名詞] 訪問
初級	visitor	[名詞] 訪客
中級	visual	[形容詞] 視力的;光學的
中高級	visualize	[動詞] 使顯現;使形象化
中級	vital	[形容詞] 充滿活力的;致命的
中高級	vitality	[名詞] 活力;生命力
中級	vitamin	[名詞] 維他命
中級	vivid	[形容詞] 鮮豔的;生動的
初級	vocabulary	[名詞] 字彙
中高級	vocal	[形容詞] 聲音的;用言語表達的
中高級	vocals	[名詞] 聲樂作品;聲樂節目
中高級	vocation	[名詞] 行業;天職
中高級	vocational	[形容詞] 職業的
中高級	vogue	[名詞] 風行;時髦事物(人物)
初級	voice	[名詞] (人的)聲音
中高級	void	[形容詞] 空無所有的;無效的; [動詞] 把...作廢;使空出; [名詞] 太空;真空;空虛感
中高級	volatile	[形容詞] 易揮發的;易發作的;易變的
中級	volcano	[名詞] 火山
初級	volleyball	[名詞] 排球
中高級	volt	[名詞] 伏特
中高級	voltage	[名詞] 電壓;伏特數
初級	volume	[名詞] 卷,冊
中級	voluntary	[形容詞] 自願的
中級	volunteer	[動詞] 自願(做); [名詞] 志願者,義工
中高級	vomit	[動詞] 嘔吐;使嘔吐; [名詞] 嘔吐;嘔吐物
初級	vote	[動詞] 投票; [名詞] 選舉,投票,表決
初級	voter	[名詞] 選舉人;投票人
中高級	voucher	[名詞] 保證人;證件;收據
中高級	vow	[動詞] 發誓要;鄭重宣告; [名詞] 誓言;誓約
中級	vowel	[名詞] 母音字母
中級	voyage	[動詞] 航行;旅行; [名詞] 乘船旅遊; 空中旅行
中高級	vulgar	[形容詞] 粗俗的;下流的
中高級	vulnerable	[形容詞] 易受傷的;有弱點的
中高級	wade	[動詞] 涉水而行;艱難地前進; [名詞] 跋涉;艱難的行走
中高級	wag	[動詞] 搖;搖擺;搖尾巴; [名詞] 搖擺; 愛說笑打趣的人
中級	wage	[動詞] 進行,從事; [名詞] 薪水;報酬
中級	wagon	[名詞] 運貨馬車
中高級	wail	[動詞] 慟哭;(警笛等)尖嘯;哀訴; [名詞] 慟哭聲;哀訴
初級	waist	[名詞] 腰
初級	wait	[動詞] 等候
初級	waiter	[名詞] 男服務生
初級	waitress	[名詞] 女服務生
初級	wake	[動詞] 叫醒
中級	waken	[動詞] 醒來;睡醒;喚醒
初級	walk	[動詞] 走路; [名詞] 散步;人行道;四壞球保送上一壘
初級	Walkman	[名詞] 隨身聽
初級	wall	[名詞] 牆
初級	wallet	[名詞] 皮夾
中高級	wallpaper	[動詞] 貼壁紙於; [名詞] 壁紙
中高級	walnut	[名詞] 胡桃;胡桃色
中級	waltz	[動詞] 跳華爾滋舞; [名詞] 華爾滋舞
中級	wander	[動詞] 漫遊;閒逛; [名詞] 遊蕩;徘徊
初級	want	[動詞] 想要
初級	war	[名詞] 戰爭
中級	ward	[動詞] 避開;擋開; [名詞] 病房;牢房;行政區
中高級	wardrobe	[名詞] 衣櫃;(個人的)全部服裝
中高級	ware	[名詞] (特定種類的)陶器;貨物
中高級	warehouse	[動詞] 把...存入倉庫; [名詞] 倉庫;批發店
中級	warfare	[名詞] 戰爭;衝突;鬥爭
初級	warm	[形容詞] 溫暖的; [動詞] 使暖和
初級	warming	[名詞] 暖和；加溫
中級	warmth	[名詞] 溫暖;親切;熱情
中級	warn	[動詞] 警告
中級	warning	[形容詞] 告誡的;引以為戒的; [名詞] 警告;告誡
中高級	warrant	[動詞] 授權給;批准;向...保證; [名詞] 授權;搜查令;憑單
中高級	warranty	[名詞] 保證書;保單
中高級	warring	[形容詞] 交戰的;敵對的
中高級	warrior	[名詞] 武士;戰士;勇士
中級	warship	[名詞] 軍艦
中高級	wartime	[名詞] 戰時
中高級	wary	[形容詞] 小心翼翼的;謹防的
初級	wash	[動詞] 洗
中級	washing	[名詞] 洗,洗滌;洗滌劑
初級	wasn't	[縮短形] was not
初級	waste	[動詞] 浪費; [名詞] 浪費
初級	watch	[動詞] 注意看; [名詞] 手錶
中級	watchman	[名詞] 巡夜者;警備員
初級	water	[動詞] 給...澆水;加水稀釋;流口水; [名詞] 水
初級	waterfall	[名詞] 瀑布
初級	watermelon	[名詞] 西瓜
中級	waterproof	[形容詞] 防水的; [動詞] 使不透水; [名詞] 防水布
中高級	watertight	[形容詞] 不透水的;無懈可擊的
中高級	watt	[名詞] 瓦(特)
初級	wave	[動詞] 揮動; [名詞] 波浪
中級	wax	[動詞] 給...上蠟; [名詞] 蠟;蜂蠟;耳垢
中級	way	[副詞] 很、太; [名詞] 方法;路
中高級	way-out	[形容詞] 遙遠的;超出常規的
初級	we	[代名詞] 我們
初級	weak	[形容詞] 虛弱的
中級	weaken	[動詞] 削弱,減弱
中高級	weakness	[名詞] 虛弱;弱點
中級	wealth	[名詞] 財富;大量
中級	wealthy	[形容詞] 富裕的;豐富的
初級	weapon	[名詞] 武器
初級	wear	[動詞] 穿著, 磨損, 使力竭; [名詞] 穿;戴;佩;磨損
中高級	weary	[形容詞] 疲倦的;厭倦的; [動詞] 使疲倦;使厭煩
初級	weather	[名詞] 天氣
中級	weave	[動詞] 織;編; [名詞] 織法,編法
中級	web	[名詞] 蜘蛛網;網狀物
中高級	website	[名詞] 網站
中高級	wed	[動詞] 娶;嫁
初級	we'd	[縮短形] we would
初級	wedding	[名詞] 婚禮
中高級	wedge	[動詞] 把...楔住;被卡住; [名詞] 楔子;導致分裂
初級	Wednesday	[名詞] 星期三
中高級	wee	[形容詞] 極小的;很早的; [名詞] 極小;很短ˇ的時間
中級	weed	[動詞] 除掉(雜草); [名詞] 雜草;野草
初級	week	[名詞] 星期
初級	weekday	[名詞] 工作日
初級	weekend	[名詞] 周末
初級	weekly	[形容詞] 每週的;一週一次的; [副詞] 每週; [名詞] 週刊;週報
中級	weep	[動詞] 哭泣,流淚; [名詞] 哭泣
中級	weigh	[動詞] 稱...的重量
初級	weight	[名詞] 重量
中高級	weird	[形容詞] 怪誕的
初級	welcome	[形容詞] 受歡迎的;令人愉快的;被允許的; [動詞] 歡迎; [名詞] 歡迎,款待;歡迎辭
中高級	weld	[動詞] 焊接; [名詞] 焊接點;焊接
中級	welfare	[形容詞] 福利的;福利事業的; [名詞] 福利;社會救濟
初級	well	[形容詞] 健康的; [副詞] 很好地;充分地; [名詞] 井,水井;採光井;通風井
初級	we'll	[縮短形] we will
中高級	well-being	[名詞] 康樂;安康;福利
中級	well-known	[形容詞] 出名的,眾所周知的
初級	we're	[縮短形] we are
初級	weren't	[縮短形] were not
初級	west	[形容詞] 西方的; [副詞] 向西方; [名詞] 西方
初級	western	[形容詞] 西方的; [名詞] 西部地區的人
中級	westerner	[名詞] 西方人;歐美人
初級	wet	[形容詞] 潮溼的; [動詞] 把...淋濕,打濕,弄濕;尿濕
初級	we've	[縮短形] we have
初級	whale	[名詞] 鯨魚
中高級	wharf	[名詞] 碼頭;停泊處
初級	what	[形容詞] 什麼;多麼,何等; [代名詞] 什麼
初級	whatever	[形容詞] 無論怎麼的; [代名詞] 任何...的事物
初級	what's	[縮短形] what is
中高級	whatsoever	[形容詞] 不管什麼樣的;無論怎麼的
中級	wheat	[名詞] 小麥
初級	wheel	[名詞] 輪子
中高級	wheelchair	[名詞] 輪椅
初級	when	[副詞] 何時; [連接詞] 當...時;既然;然而; [代名詞] 什麼時候,那時
中級	whenever	[副詞] 無論什麼時候; [連接詞] 無論什麼時候;每當
初級	when's	[縮短形] when is
初級	where	[副詞] 在哪兒; [連接詞] 在...處;到...的地方;...的地方
中高級	whereabouts	[副詞] 在哪裡; [名詞] 行蹤;下落
中高級	whereas	[連接詞] (常用在句首)反之;而
中高級	whereby	[副詞] 藉以;靠什麼;如何
初級	where's	[縮短形] where is
中級	wherever	[副詞] 無論什麼地方; [連接詞] 無論在哪裡
初級	whether	[連接詞] 是否
初級	which	[形容詞] 哪一個,哪一些;這個,這些; [代名詞] 哪一個
中級	whichever	[形容詞] 無論哪些; [代名詞] 無論哪個
初級	while	[連接詞] 當...的時候; [名詞] 一會兒
中高級	whilst	[連接詞] 當...的時候;雖然
中高級	whine	[動詞] 發哀鳴聲;發牢騷; [名詞] 哀鳴聲;牢騷
中級	whip	[動詞] 鞭笞,抽打; [名詞] 抽打;拍擊
中高級	whirl	[動詞] 旋轉;迴旋; [名詞] 旋轉;迴旋
中高級	whisk	[動詞] 撢;打(蛋等); 迅速移動; [名詞] 撢;迅速移動;攪拌器
中高級	whiskey	[名詞] 威士忌酒
中級	whisper	[動詞] 低語,耳語; [名詞] 傳聞,流言
中級	whistle	[動詞] 吹口哨;鳴笛; [名詞] 口哨;警笛
初級	white	[形容詞] 白色的; [名詞] 白色
初級	who	[代名詞] 誰
初級	who'd	[縮短形] who had; who would
中級	whoever	[代名詞] 無論誰
初級	whole	[形容詞] 完整的; [名詞] 全部,全體;整體
中高級	wholesale	[形容詞] 批發的; [動詞] 以批發方式; [副詞] 以批發方式;全部地; [名詞] 批發
中高級	wholesome	[形容詞] 有益健康的;強健的
中高級	wholly	[副詞] 完全地;全部;統統
初級	whom	[代名詞] 誰,什麼人
初級	who's	[縮短形] who is; who has
初級	whose	[代名詞] 誰的
初級	why	[副詞] 為什麼; [連接詞] 為什麼
中級	wicked	[形容詞] 缺德的;淘氣的;過分的
初級	wide	[形容詞] 寬的,廣泛的
初級	widen	[動詞] 加寬;擴大
中級	widespread	[形容詞] 分佈(或散佈)廣的
中高級	widow	[動詞] 使成寡婦(或鰥夫); [名詞] 寡婦
初級	width	[名詞] 寬度
初級	wife	[名詞] 妻子
中高級	wig	[名詞] 假髮
初級	wild	[形容詞] 野生的;無法無天的; [名詞] 荒野,荒地;未開發的地方
中級	wilderness	[名詞] 荒野,荒漠
中級	wildlife	[名詞] 野生生物
中級	wildly	[副詞] 粗暴地;瘋狂地;雜亂地
初級	will	[助動詞] 將; [名詞] 意志;決心;遺囑
初級	willing	[形容詞] 願意的,樂意的
中級	willow	[名詞] 柳
初級	win	[動詞] 贏得; [名詞] 獲勝,成功,贏;贏得物
初級	wind	[名詞] 風
初級	window	[名詞] 窗戶
中高級	windshield	[名詞] (汽車等的)擋風玻璃
初級	windy	[形容詞] 多風的
初級	wine	[名詞] 葡萄酒
初級	wing	[名詞] 翅膀
中高級	winger	[名詞] 邊鋒
中級	wink	[動詞] 眨(眼); [名詞] 眨眼;瞬間
初級	winner	[名詞] 贏家
中高級	winning	[形容詞] 獲勝的;贏的;迷人的,可愛的; [名詞] 獲勝;勝利;贏;贏得物(尤指錢)
